,date,pm25,pm10,o3,no2,so2,co,AQI_PM25,AQI_PM10,AQI
1611,7/1/2025,28,27,3,6,2,3,46.66666667,27,46.66666667
1612,7/2/2025,28,18,4,5,4,3,46.66666667,18,46.66666667
1613,7/3/2025,13,25,3,6,3,3,21.66666667,25,25
1614,7/4/2025,15,21,3,5,4,3,25,21,25
1615,7/5/2025,12,23,3,6,4,2,20,23,23
1616,7/6/2025,19,36,3,6,4,3,31.66666667,36,36
1617,7/7/2025,30,44,3,6,4,3,50,44,50
1618,7/8/2025,33,39,4,6,5,3,54.37931034,39,54.37931034
1619,7/9/2025,30,33,3,6,4,3,50,33,50
1620,7/10/2025,28,26,3,6,4,3,46.66666667,26,46.66666667
1621,7/11/2025,29,19,3,6,3,3,48.33333333,19,48.33333333
1622,7/12/2025,24,20,3,6,4,3,40,20,40
1623,7/13/2025,19,22,4,6,4,3,31.66666667,22,31.66666667
1624,7/14/2025,15,21,4,6,4,3,25,21,25
1625,7/15/2025,20,25,5,6,4,3,33.33333333,25,33.33333333
1626,7/16/2025,29,16,3,6,4,3,48.33333333,16,48.33333333
1627,7/17/2025,18,22,3,6,4,3,30,22,30
1628,7/18/2025,24,20,3,6,4,3,40,20,40
1629,7/19/2025,21,13,3,7,3,3,35,13,35
1630,7/20/2025,11,15,3,6,3,3,18.33333333,15,18.33333333
1631,7/21/2025,19,17,3,6,4,3,31.66666667,17,31.66666667
1632,7/22/2025,19,20,3,6,4,3,31.66666667,20,31.66666667
1633,7/23/2025,18,18,3,6,4,3,30,18,30
1634,7/24/2025,20,20,3,6,4,3,33.33333333,20,33.33333333
1635,7/25/2025,14,14,3,6,4,3,23.33333333,14,23.33333333
1636,7/26/2025,14,19,3,6,4,3,23.33333333,19,23.33333333
1637,7/27/2025,11,24,3,6,4,3,18.33333333,24,24
1638,7/28/2025,13,21,4,6,4,3,21.66666667,21,21.66666667
1639,7/29/2025,16,27,4,6,4,2,26.66666667,27,27
1640,7/30/2025,20,36,3,6,3,2,33.33333333,36,36
1641,7/31/2025,33,43,3,6,2,2,54.37931034,43,54.37931034
1642,8/1/2025,35,49,3,7,2,2,57.75862069,49,57.75862069
1643,8/2/2025,44,25,3,7,2,2,72.96551724,25,72.96551724
1644,8/3/2025,27,17,3,6,2,3,45,17,45
1645,8/4/2025,32,15,5,6,2,2,52.68965517,15,52.68965517
1646,8/5/2025,24,11,4,6,3,3,40,11,40
1647,8/6/2025,16,15,3,6,3,2,26.66666667,15,26.66666667
1648,8/7/2025,33,16,4,6,2,2,54.37931034,16,54.37931034
1649,8/8/2025,30,14,3,6,2,3,50,14,50
1650,8/9/2025,21,9,3,6,2,2,35,9,35
1651,8/10/2025,19,20,3,6,2,3,31.66666667,20,31.66666667
1652,8/11/2025,30,22,3,6,3,2,50,22,50
1653,8/12/2025,21,16,3,7,2,2,35,16,35
1654,8/13/2025,22,17,3,6,2,2,36.66666667,17,36.66666667
1655,8/14/2025,19,18,3,6,3,2,31.66666667,18,31.66666667
1656,8/15/2025,20,18,3,6,3,2,33.33333333,18,33.33333333
1657,8/16/2025,24,13,3,6,2,2,40,13,40
1658,8/17/2025,15,13,3,6,3,2,25,13,25
1659,8/18/2025,12,22,3,6,3,2,20,22,22
1660,8/19/2025,14,25,3,6,3,2,23.33333333,25,25
1661,8/20/2025,22,29,3,7,3,3,36.66666667,29,36.66666667
1662,8/21/2025,29,28,3,7,3,3,48.33333333,28,48.33333333
1663,8/22/2025,32,28,3,7,3,2,52.68965517,28,52.68965517
1664,8/23/2025,32,22,3,6,3,2,52.68965517,22,52.68965517
1665,8/24/2025,26,24,3,7,3,3,43.33333333,24,43.33333333
1666,8/25/2025,25,27,3,7,3,2,41.66666667,27,41.66666667
1667,8/26/2025,36,14,3,7,2,3,59.44827586,14,59.44827586
1668,8/27/2025,18,14,3,6,2,3,30,14,30
1669,8/28/2025,18,19,3,6,3,2,30,19,30
1670,8/29/2025,34,23,3,6,2,2,56.06896552,23,56.06896552
1671,8/30/2025,26,20,3,6,2,2,43.33333333,20,43.33333333
1672,8/31/2025,23,23,3,6,2,2,38.33333333,23,38.33333333
1673,9/1/2025,22,22,3,6,2,2,36.66666667,22,36.66666667
1674,9/2/2025,26,14,3,6,2,2,43.33333333,14,43.33333333
1675,9/3/2025,21,17,3,6,3,3,35,17,35
1676,9/4/2025,19,29,3,7,2,3,31.66666667,29,31.66666667
1677,9/5/2025,36,21,3,7,2,2,59.44827586,21,59.44827586
1678,9/6/2025,31,19,3,6,2,2,51,19,51
1679,9/8/2025,32,41,4,6,2,5,52.68965517,41,52.68965517
1680,9/9/2025,49,39,4,6,2,3,81.4137931,39,81.4137931
1681,9/10/2025,55,27,4,5,3,3,91.55172414,27,91.55172414
1682,9/11/2025,37,37,3,6,3,2,61.13793103,37,61.13793103
1683,9/12/2025,46,41,3,7,2,3,76.34482759,41,76.34482759
1684,9/13/2025,60,28,3,6,2,2,100,28,100
1685,9/14/2025,39,24,3,6,1,3,64.51724138,24,64.51724138
1686,9/15/2025,33,20,3,7,2,2,54.37931034,20,54.37931034
1687,9/16/2025,26,15,3,7,2,4,43.33333333,15,43.33333333
1688,9/17/2025,20,9,3,6,2,3,33.33333333,9,33.33333333
1689,9/18/2025,14,17,3,7,2,3,23.33333333,17,23.33333333
1690,9/19/2025,25,26,3,6,1,3,41.66666667,26,41.66666667
1691,9/20/2025,36,23,3,6,1,2,59.44827586,23,59.44827586
1692,9/21/2025,26,19,4,6,1,2,43.33333333,19,43.33333333
1693,9/22/2025,17,15,3,6,1,3,28.33333333,15,28.33333333
1694,9/23/2025,12,23,5,5,1,3,20,23,23
1695,9/24/2025,23,19,3,6,2,2,38.33333333,19,38.33333333
1696,9/25/2025,26,18,3,6,1,2,43.33333333,18,43.33333333
1697,9/26/2025,22,20,3,6,2,2,36.66666667,20,36.66666667
1698,9/27/2025,21,18,3,7,1,3,35,18,35
1699,9/28/2025,21,23,3,6,1,2,35,23,35
1700,9/29/2025,25,36,5,6,2,3,41.66666667,36,41.66666667
1701,11/14/2025,137,69,4,8,1,4,313.2790698,69,313.2790698
1702,11/15/2025,140,72,5,7,1,3,315.5813953,72,315.5813953
1703,11/17/2025,144,62,4,8,1,3,318.6511628,62,318.6511628
1704,11/18/2025,130,44,3,8,1,2,307.9069767,44,307.9069767
1705,11/19/2025,79,60,4,7,1,2,162.4482759,60,162.4482759
1706,11/20/2025,115,42,3,7,1,3,282.9310345,42,282.9310345
1707,11/21/2025,68,25,2,6,1,3,124.8965517,25,124.8965517
1708,11/22/2025,29,30,3,7,1,4,48.33333333,30,48.33333333
1709,11/24/2025,25,68,2,7,1,4,41.66666667,68,68
1710,11/25/2025,145,67,3,8,2,3,319.4186047,67,319.4186047
1711,11/26/2025,148,77,3,8,2,2,321.7209302,77,321.7209302
1712,11/27/2025,158,82,5,8,2,3,329.3953488,82,329.3953488
1713,11/28/2025,162,73,4,8,2,3,332.4651163,73,332.4651163
1714,11/29/2025,146,56,3,8,2,2,320.1860465,56,320.1860465
1715,11/30/2025,115,35,3,7,1,3,282.9310345,35,282.9310345
1716,12/1/2025,59,36,3,7,1,2,98.31034483,36,98.31034483
1717,12/2/2025,57,25,3,7,2,3,94.93103448,25,94.93103448
1718,12/3/2025,34,23,2,7,2,3,56.06896552,23,56.06896552
1719,12/5/2025,107,77,5,9,2,3,255.6206897,77,255.6206897
1720,12/6/2025,152,72,3,8,1,3,324.7906977,72,324.7906977
1721,12/7/2025,143,67,4,9,2,3,317.8837209,67,317.8837209
1722,12/14/2025,131,73,4,8,2,3,308.6744186,73,308.6744186
1723,12/16/2025,140,47,7,1,2,3,315.5813953,47,315.5813953
